,conection,lanes,Largo,/2023-03-29_07-30.png,/2023-03-30_08-30.png,/2023-03-31_09-30.png,/2023-04-02_06-45.png,/2023-04-03_08-00.png,/2023-04-04_16-45.png,/2023-04-05_17-45.png,/2023-04-06_18-45.png,/2023-04-07_21-15.png,/2023-04-08_22-45.png,/2023-04-10_01-45.png,/2023-04-11_02-45.png,/2023-04-12_07-45.png,/2023-04-13_08-45.png,/2023-04-14_14-45.png,/2023-04-16_09-15.png,/2023-04-17_10-30.png,/2023-04-18_12-30.png,/2023-04-22_14-00.png,/2023-04-23_15-45.png,/2023-04-24_16-45.png,/2023-04-25_18-15.png,/2023-04-26_19-15.png,/2023-05-02_11-00.png,/2023-05-05_16-00.png,/2023-05-10_04-45.png,/2023-05-11_05-45.png,/2023-05-23_14-30.png,/2023-05-25_05-15.png,/2023-05-31_16-30.png
676,"(155, 154)",2,6.937056545498803,148,63,63,63,127,84,127,148,63,63,0,0,84,63,84,63,63,127,63,63,169,84,84,84,105,0,0,127,0,127
677,"(154, 775)",2,8.11027749889232,127,63,63,0,127,63,63,127,63,63,0,0,63,63,63,63,63,127,63,63,127,63,63,63,63,0,0,127,0,127
678,"(775, 774)",2,12.511697165380703,42,105,84,0,42,105,105,148,63,63,0,0,84,84,84,63,84,42,63,63,63,84,84,84,105,0,0,63,0,63
679,"(774, 153)",2,6.622569922777536,63,191,127,0,63,191,191,191,63,63,0,0,127,127,127,63,127,63,63,63,127,127,127,127,191,0,0,127,0,127
680,"(153, 152)",2,8.51949757790391,63,191,127,0,63,191,191,191,63,63,0,0,127,127,127,63,127,63,63,63,127,127,127,127,191,0,0,127,0,127
681,"(150, 151)",2,8.729570848379003,42,42,42,42,42,84,84,42,42,84,0,0,42,42,84,0,84,42,42,42,42,84,42,84,42,0,0,84,0,127
682,"(151, 772)",2,8.110277498892362,63,63,63,63,63,127,127,63,63,105,0,0,63,63,127,0,127,63,63,63,63,127,63,127,63,0,0,127,0,191
683,"(772, 773)",2,7.7779118843471196,31,31,31,42,31,63,31,31,42,63,0,0,31,31,31,0,31,31,42,31,31,63,31,31,31,0,0,31,0,31
684,"(773, 771)",2,6.726842710786774,63,63,63,63,63,127,63,63,63,63,0,0,63,63,63,0,63,63,63,63,63,127,63,63,63,0,0,63,0,63
685,"(771, 293)",2,7.276599333025822,105,105,63,63,105,169,191,148,63,63,0,0,105,105,105,31,105,105,63,105,148,169,105,105,191,0,31,148,31,148
686,"(293, 295)",2,6.487394606789125,127,127,63,63,127,191,255,191,63,63,0,0,127,127,127,63,127,127,63,127,191,191,127,127,255,0,63,191,63,191
687,"(295, 296)",2,3.960978968536596,31,31,42,42,31,31,31,31,42,42,0,0,31,31,63,42,31,31,42,31,31,31,84,84,0,0,31,31,0,31
688,"(765, 766)",2,9.838591374515916,31,31,63,63,31,31,31,63,63,63,31,0,63,31,63,63,63,31,31,63,31,31,63,31,31,0,63,31,63,31
689,"(766, 767)",2,10.309054486808492,42,42,42,42,42,42,42,42,42,42,42,0,42,42,84,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42
690,"(767, 293)",2,12.89566162579068,84,84,63,63,84,105,127,105,63,63,63,0,84,84,127,63,84,84,63,84,105,105,84,84,127,0,63,105,63,105
691,"(293, 154)",2,15.867543817555589,127,95,63,63,127,127,159,159,63,63,0,0,95,95,95,63,95,127,63,95,159,127,95,95,159,0,63,159,63,159
692,"(154, 920)",2,11.718375071173746,127,63,63,42,95,63,95,159,63,63,31,0,63,63,63,63,63,95,63,63,159,95,63,63,95,0,31,95,31,95
693,"(920, 919)",2,9.55962581218477,63,31,63,63,31,31,63,95,63,63,31,0,31,63,31,31,31,31,31,31,95,63,31,31,63,0,31,31,31,31
694,"(919, 918)",2,9.933026333308486,0,0,31,31,0,0,0,170,31,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,"(918, 180)",2,8.987740256511206,95,95,42,42,95,127,127,255,42,63,0,0,63,42,95,127,84,95,63,63,170,170,95,127,95,0,0,84,0,95
696,"(180, 181)",2,4.225245785390595,0,63,63,63,0,0,0,223,95,95,0,0,0,63,0,127,95,95,63,0,223,223,95,191,0,0,0,159,0,95
697,"(181, 903)",2,9.521265806871828,0,127,0,0,0,0,0,191,127,0,0,0,0,0,0,63,63,191,127,0,191,191,191,0,0,0,0,191,0,191
698,"(903, 904)",2,10.8109945381256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,"(904, 905)",2,9.800241232198522,63,63,31,31,63,63,31,31,31,31,0,0,31,31,63,31,63,31,31,31,31,31,31,31,63,0,0,63,0,31
700,"(901, 902)",2,9.923251333729072,42,42,42,42,42,127,84,84,42,42,42,0,42,42,42,42,84,84,42,42,84,127,84,84,127,0,42,42,0,127
701,"(902, 182)",2,11.278686799565463,95,127,127,95,105,212,212,169,105,63,95,0,127,105,127,63,159,169,127,148,169,191,127,159,191,0,63,105,0,223
702,"(182, 183)",2,4.434465701236214,0,31,127,31,127,255,255,191,95,31,84,0,0,95,127,63,95,191,95,191,191,191,191,0,191,0,42,191,0,127
703,"(183, 923)",2,9.786947177849946,42,63,63,63,42,42,42,42,63,42,105,0,42,63,63,42,42,42,42,42,63,42,84,63,42,0,63,63,0,42
704,"(923, 922)",2,8.79838610474115,63,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,127,63,127,127,63,0,63,63,0,63
705,"(922, 921)",2,9.800241232198523,31,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,31,31,31,31,31,31,63,0,31,31,31,31
706,"(921, 155)",2,11.88146604280662,84,42,42,42,63,63,106,84,42,42,31,0,63,42,63,42,42,63,42,42,106,63,63,63,106,0,31,63,31,63
707,"(155, 298)",2,11.081141207298021,127,63,63,63,95,95,159,127,63,63,31,0,95,63,95,63,63,95,63,63,159,95,95,95,127,0,31,95,31,95
708,"(298, 296)",2,5.068061990567978,31,31,31,31,31,31,31,31,31,31,0,0,31,31,0,31,31,31,31,31,31,31,63,63,0,0,0,31,0,31
709,"(294, 296)",2,6.157373141893787,42,42,31,42,31,31,31,42,31,42,0,0,31,42,0,42,42,31,42,31,31,31,63,63,0,0,31,31,0,42
710,"(667, 134)",1,8.519497577903952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,"(134, 135)",1,4.204276694241703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,"(135, 737)",1,7.690781667905129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,"(737, 738)",1,8.729570848378923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,"(738, 739)",1,10.62048060197276,63,63,42,42,63,42,63,42,42,42,0,0,42,42,63,42,42,63,63,42,42,42,42,42,95,0,0,63,0,42
715,"(739, 294)",1,8.360699861968786,31,31,63,63,0,63,0,63,63,63,0,0,63,63,0,63,63,0,31,63,63,63,63,63,0,0,31,0,0,63
716,"(294, 770)",2,9.498317246566167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,"(770, 769)",2,9.97685578354078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,"(769, 768)",2,8.446568711813585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,"(768, 677)",2,9.841959409546279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,"(297, 736)",1,9.86433072750461,63,63,63,63,63,63,63,63,63,63,0,0,63,63,127,63,63,63,63,63,63,63,63,63,127,0,0,63,0,63
721,"(736, 735)",1,10.512793663779537,84,42,0,0,42,84,84,42,42,31,0,0,42,42,31,42,42,42,84,42,95,42,84,42,84,0,0,42,0,42
722,"(735, 734)",1,8.30411167813592,127,84,0,63,84,127,127,84,63,0,31,0,63,84,0,63,84,84,105,84,0,105,148,63,105,0,0,84,0,105
723,"(734, 136)",1,7.9908912118611575,127,127,31,127,127,127,63,127,95,31,63,0,63,127,31,63,127,159,63,127,0,191,191,63,63,0,0,127,0,191
724,"(136, 137)",1,4.209528759617674,84,63,63,63,63,159,127,95,127,63,63,0,95,31,95,63,31,159,95,95,0,0,95,127,63,0,0,63,0,95
725,"(137, 668)",1,8.30943141710451,169,42,63,0,42,191,127,191,84,63,0,0,84,63,127,63,63,84,84,148,84,127,148,105,127,0,0,84,0,84
726,"(135, 136)",1,4.310665212700093,0,0,31,0,0,63,63,0,63,31,31,0,31,0,31,31,0,95,31,0,0,0,0,31,31,0,0,0,0,0
727,"(136, 720)",1,10.092453556075911,42,42,63,0,42,127,127,42,127,63,63,0,63,42,63,63,42,191,63,42,42,42,42,63,63,0,0,42,0,42
728,"(720, 721)",1,7.990891211861198,63,63,63,0,63,84,84,63,84,63,63,0,63,63,63,63,63,127,63,63,63,63,63,63,63,0,0,63,0,63
729,"(721, 722)",1,10.510691735604299,63,63,63,42,63,84,84,63,84,63,63,0,63,63,63,63,63,105,63,63,63,63,63,63,63,0,0,63,0,63
730,"(722, 723)",1,9.88005023146793,105,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,105,63,63,63,63,63,63,63,0,0,63,0,63
731,"(723, 724)",1,8.411180650971707,127,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,127,63,63,63,63,63,63,63,0,0,63,0,63
732,"(724, 725)",1,9.35510611435191,127,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,127,63,63,63,63,63,63,63,0,0,63,0,63
733,"(725, 726)",1,9.565306972501057,63,63,63,42,63,42,42,63,42,42,31,0,63,63,42,42,63,42,42,42,42,63,63,63,42,0,0,42,0,42
734,"(726, 131)",1,8.754844702215573,127,127,127,63,127,63,63,63,63,63,0,0,127,127,63,63,127,63,63,63,63,63,63,127,63,0,0,63,0,63
735,"(131, 132)",1,3.579812610775099,84,127,127,63,105,0,0,0,63,63,0,0,84,63,0,63,127,63,63,63,0,63,0,105,0,0,0,0,0,0
736,"(133, 130)",1,3.8903760466365305,127,63,63,0,0,63,63,127,63,63,0,0,127,63,63,63,63,63,63,63,127,63,63,127,63,0,0,63,0,63
737,"(130, 727)",1,8.621330425400306,84,63,95,31,42,42,42,84,63,63,0,0,84,42,42,63,42,63,63,63,31,63,42,127,63,0,0,63,0,42
738,"(727, 728)",1,9.888991455226796,105,63,105,63,63,63,63,127,84,63,0,0,105,63,63,63,63,105,63,63,63,63,63,127,105,0,0,105,0,63
739,"(728, 729)",1,9.468960789946564,63,63,63,0,63,63,63,127,127,63,0,0,63,63,63,63,63,63,63,63,63,63,63,127,63,0,0,63,0,63
740,"(729, 730)",1,8.838985572230992,63,63,84,0,84,63,63,105,105,63,0,0,63,84,63,63,63,63,63,63,63,63,84,105,63,0,0,84,0,63
741,"(730, 731)",1,9.287550780809266,84,63,105,0,105,63,63,63,63,63,0,0,63,105,63,63,63,63,63,63,63,63,127,63,63,0,0,127,0,63
742,"(731, 732)",1,10.410361309120983,127,63,84,0,63,63,63,63,105,84,0,0,63,63,63,63,84,63,84,63,84,63,127,63,84,0,0,127,0,63
743,"(732, 733)",1,8.724507291776453,127,63,127,0,63,63,63,63,191,127,0,0,63,63,63,63,127,63,127,63,127,63,127,63,127,0,0,127,0,63
744,"(733, 137)",1,8.621330425400306,63,0,31,0,0,95,63,95,63,31,0,0,63,31,63,31,31,63,63,95,0,0,95,95,0,0,0,63,0,0
745,"(137, 134)",1,4.520819454564268,127,0,63,0,0,191,127,191,127,63,0,0,127,63,127,63,63,127,127,191,0,0,191,191,0,0,0,127,0,0
746,"(296, 740)",1,10.044807713092023,63,63,63,63,63,63,63,63,63,63,0,0,63,63,31,63,63,63,63,63,63,63,127,127,31,0,0,63,0,63
747,"(740, 741)",1,9.565306972501057,63,63,63,42,63,63,42,42,42,42,0,0,42,42,42,63,42,63,42,63,84,63,42,63,42,0,0,84,0,63
748,"(741, 742)",1,8.519497577903907,127,105,63,63,105,127,84,84,63,63,0,0,84,63,63,127,63,105,63,105,169,127,63,127,63,0,0,191,0,127
749,"(742, 743)",1,9.888991455226792,127,63,63,63,63,127,127,127,63,63,0,0,127,63,63,127,63,63,63,63,127,127,63,127,63,0,0,191,0,127
750,"(743, 744)",1,8.110277498892405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,"(744, 745)",1,8.51430908925098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,"(745, 746)",1,8.964332305837289,42,42,42,42,42,42,42,42,42,42,0,0,42,84,42,84,42,42,42,42,42,84,42,42,42,0,0,42,0,42
753,"(746, 157)",1,10.104865115299189,63,63,63,63,63,63,63,63,63,63,0,0,63,95,63,84,63,63,63,63,63,95,63,95,63,0,0,95,0,63
754,"(157, 158)",1,4.585517397191326,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,63,0,0,63,63,0,0,0,0,0,0,0,0,0,0
755,"(155, 929)",1,10.195221557246164,191,63,63,63,127,127,255,191,63,63,0,0,127,63,127,63,63,127,63,63,255,127,127,127,191,0,0,127,0,127
756,"(929, 930)",1,10.30231399799369,148,63,63,63,105,105,191,148,63,63,0,0,105,63,105,63,63,105,63,63,191,105,105,105,148,0,0,105,0,105
757,"(930, 931)",1,12.141632638126747,63,63,63,84,63,63,63,63,63,63,0,0,105,63,63,63,63,63,63,63,63,63,63,63,105,0,0,63,0,63
758,"(931, 932)",1,10.984281360583124,63,63,63,95,63,95,63,63,63,63,0,0,159,63,63,63,63,95,63,95,63,63,63,63,127,0,0,95,0,95
759,"(932, 933)",1,11.561760909164684,63,63,63,63,63,127,63,63,63,63,0,0,84,63,63,63,63,84,63,84,63,63,63,63,105,0,0,84,0,84
760,"(933, 934)",1,9.365739998176148,63,63,63,63,63,127,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,127,0,0,63,0,63
761,"(934, 161)",1,10.174559811727965,0,0,31,0,0,0,0,0,31,31,0,0,0,0,0,31,0,0,31,31,0,0,0,0,0,0,0,0,0,0
762,"(160, 992)",1,10.478917922241534,63,63,63,0,0,63,63,0,63,63,0,0,0,63,0,63,0,0,63,63,0,63,0,63,127,0,0,0,0,0
763,"(992, 993)",1,9.251797212517435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,"(993, 994)",1,11.667341271497074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,"(994, 995)",1,10.931119405028397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,"(995, 996)",1,11.984032417728592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,"(996, 997)",1,10.302622716719931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,"(997, 155)",1,10.31655315059496,95,31,31,31,63,63,127,95,31,31,0,0,63,31,63,31,31,63,31,31,127,63,63,63,95,0,0,63,0,63
769,"(156, 985)",1,10.012469389823483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,"(985, 986)",1,9.287550780809266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,"(986, 987)",1,8.514309089251022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,"(987, 988)",1,8.222559221171405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,"(988, 989)",1,9.888991455226792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,"(989, 990)",1,8.30411167813592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,"(990, 991)",1,9.672121059846674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,"(991, 297)",1,10.576192915482078,31,31,31,31,31,31,31,31,31,31,0,0,31,31,63,31,31,31,31,31,31,31,31,31,63,0,0,31,0,31
777,"(801, 802)",2,10.351830830247986,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
778,"(802, 803)",2,10.535887197410158,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
779,"(803, 804)",2,10.925053861564082,84,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,84,0,0,63,0,63
780,"(804, 805)",2,11.152235227460974,105,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,105,0,0,63,0,63
781,"(805, 806)",2,11.035725801904231,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
782,"(806, 808)",2,13.414758020972716,95,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,31,0,0,63,0,63
783,"(808, 809)",2,13.404005731289734,63,42,42,42,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,31,42
784,"(809, 810)",2,10.539786473753672,63,63,63,63,63,63,63,105,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
785,"(810, 196)",2,11.730763957381287,63,63,63,63,63,63,63,95,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
786,"(196, 197)",2,5.8882658522867635,42,42,42,42,42,42,42,31,42,42,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,0,42
787,"(197, 814)",2,11.125785126143324,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
788,"(814, 816)",2,9.92325133372899,42,42,42,42,42,31,42,42,42,42,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,0,42
789,"(816, 274)",2,9.97083297191069,63,63,63,63,63,0,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
790,"(274, 275)",2,4.320904336894397,42,42,42,42,42,84,42,42,42,42,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,0,42
791,"(275, 278)",2,18.229915368342706,63,63,63,63,63,159,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
792,"(278, 817)",2,15.551562093685673,31,31,31,31,31,31,31,31,0,0,0,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,31,0,31
793,"(817, 280)",2,16.03836505220146,31,31,31,31,31,31,31,31,0,0,0,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,31,0,31
794,"(279, 818)",2,15.311015240493619,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
795,"(818, 277)",2,15.846414687541298,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
796,"(277, 276)",2,18.058824422596743,63,63,63,63,63,63,63,63,84,84,0,0,63,63,63,63,63,63,63,63,63,63,63,63,84,0,0,63,0,63
797,"(276, 273)",2,4.043543845763678,63,63,63,63,63,63,63,63,95,95,0,0,63,63,63,63,148,63,63,63,63,63,63,63,95,0,0,63,0,63
798,"(273, 200)",2,12.40318894280029,42,42,42,42,42,42,42,42,42,42,0,0,42,42,42,42,148,42,42,42,42,42,42,42,42,0,0,42,0,42
799,"(200, 815)",2,9.607362796147306,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
800,"(815, 198)",2,11.24853429821172,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
801,"(198, 201)",2,4.737691968324135,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
802,"(201, 195)",2,3.843808100081807,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
803,"(195, 813)",2,14.586219465951393,42,42,42,31,42,42,42,42,42,42,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,0,42
804,"(813, 812)",2,12.758569490184936,63,63,63,0,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
805,"(812, 811)",2,12.098762705000828,63,63,63,42,63,63,63,84,63,63,0,0,63,63,84,84,63,84,63,63,63,84,84,63,63,0,0,63,0,63
806,"(811, 807)",2,9.30434561053322,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
807,"(807, 798)",2,10.325116383570165,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
808,"(798, 797)",2,8.781303960751366,63,63,63,0,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
809,"(797, 796)",2,10.996615014488821,63,63,63,0,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
810,"(796, 795)",2,11.031720820534138,63,63,63,0,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
811,"(815, 199)",2,12.428558171446342,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,95,63,63,63,0,0,63,0,63
812,"(194, 195)",2,7.664285167822012,0,63,0,0,63,127,63,127,63,63,0,0,0,0,63,0,127,63,63,127,0,127,127,63,127,0,0,0,0,127
813,"(199, 913)",1,9.287610200486016,42,42,0,0,42,42,42,42,0,0,0,0,42,42,42,0,0,0,42,42,42,127,42,0,42,0,0,42,0,84
814,"(913, 914)",1,8.651936921164083,63,63,0,0,63,63,63,63,0,0,0,0,63,63,63,0,0,0,63,63,63,127,63,0,63,0,0,63,0,127
815,"(914, 915)",1,10.949250067652557,84,42,42,0,42,42,170,84,0,31,0,0,42,42,42,0,42,84,63,42,84,127,42,84,42,0,0,84,0,42
816,"(915, 916)",1,7.380787652683788,127,63,63,0,63,63,255,127,0,63,0,0,63,63,63,0,63,127,127,63,127,191,63,127,63,0,0,127,0,63
817,"(916, 185)",1,7.07265391897636,169,105,105,0,63,148,212,127,0,63,0,0,105,63,105,84,148,169,127,105,169,233,148,169,148,0,0,169,0,105
818,"(185, 186)",1,8.851475313620261,191,127,105,0,63,191,191,148,63,63,0,0,105,63,127,105,191,191,127,105,191,255,191,191,169,0,0,191,0,127
819,"(187, 184)",1,8.519497577903952,191,105,105,0,105,127,169,169,105,127,0,0,105,63,105,0,63,63,191,63,127,127,148,127,127,0,0,169,0,127
820,"(184, 968)",1,6.937183946653031,0,63,63,0,63,31,127,127,63,127,0,0,63,31,63,0,31,31,31,63,31,31,63,31,31,0,0,127,0,31
821,"(968, 967)",1,7.284826915055264,0,42,42,0,42,42,84,84,42,84,0,0,42,42,42,0,42,42,42,42,42,42,42,42,42,0,0,84,0,42
822,"(967, 966)",1,10.52691822903789,0,63,63,0,63,95,127,84,63,84,0,0,63,63,63,0,63,63,63,63,63,105,63,63,63,0,0,95,0,63
823,"(966, 965)",1,9.505989541167498,31,63,63,0,63,31,95,63,63,63,0,0,63,63,63,31,63,63,63,63,63,127,63,63,63,0,0,63,0,63
824,"(965, 194)",1,10.966051495950333,0,42,31,0,42,84,42,84,42,42,0,0,31,31,42,0,84,42,42,84,31,84,84,42,84,0,0,31,0,84
825,"(194, 201)",1,5.160220360840255,31,63,31,31,63,95,63,95,63,63,0,0,31,31,63,31,95,63,63,95,31,95,95,63,95,0,0,31,0,95
826,"(201, 196)",1,4.841004987099845,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
827,"(197, 198)",1,4.847319553472725,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
828,"(198, 199)",1,6.093926692958874,63,63,95,63,63,63,63,63,63,63,0,0,63,63,63,63,95,63,63,63,63,95,63,63,63,0,0,63,0,63
829,"(275, 276)",1,5.236392444885615,63,63,63,63,63,95,63,63,95,95,0,0,63,63,63,63,63,63,63,63,63,63,63,63,95,0,0,63,0,63
830,"(273, 274)",1,6.22531155677557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0
831,"(280, 281)",2,14.023011821802195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
832,"(281, 819)",2,14.882931657627196,42,42,42,42,42,42,42,42,0,42,0,0,31,42,31,42,31,42,42,42,84,42,42,31,42,0,0,42,0,31
833,"(819, 821)",2,14.694683828897219,63,63,63,63,63,63,63,63,0,63,0,0,31,63,63,63,31,63,63,63,127,63,63,31,63,0,0,63,0,31
834,"(821, 823)",2,16.807250114924255,42,42,42,42,42,42,42,42,0,42,0,0,31,42,106,42,31,42,42,42,31,42,42,31,42,0,0,42,0,31
835,"(823, 826)",2,12.829934323048622,63,63,63,63,63,63,63,63,0,63,0,0,31,63,191,63,31,63,63,63,31,63,63,31,63,0,0,63,0,31
836,"(825, 824)",2,10.325116383570114,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,0,42
837,"(824, 822)",2,14.687916069949653,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
838,"(822, 820)",2,14.140689508550407,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,95,63,0,0,63,0,63
839,"(820, 282)",2,14.810754426930528,42,42,42,42,42,42,63,63,63,42,0,0,42,42,42,42,42,63,63,84,42,42,63,84,42,0,0,63,0,42
840,"(282, 279)",2,14.80030802722405,63,63,63,63,63,63,105,105,105,63,0,0,63,63,63,63,63,105,105,148,63,63,105,105,63,0,0,105,0,63
841,"(186, 1002)",1,8.198339553771298,0,127,63,0,42,191,191,191,127,63,0,0,63,42,127,63,42,191,127,63,127,127,191,42,127,0,0,191,0,127
842,"(1002, 181)",1,7.042947799156623,0,127,127,0,95,223,223,191,127,63,0,0,95,95,159,63,63,191,127,127,191,191,191,95,159,0,0,191,0,191
843,"(181, 182)",1,7.990891211861118,0,127,95,0,63,127,127,191,127,0,0,0,0,63,95,63,63,191,127,95,191,191,191,0,95,0,0,191,0,191
844,"(182, 998)",1,11.998772930579387,0,0,127,0,127,159,255,191,127,0,0,0,0,95,191,63,42,191,0,191,127,127,159,0,127,0,0,191,0,63
