,conection,lanes,Largo,/2023-03-29_07-30.png,/2023-03-30_08-30.png,/2023-03-31_09-30.png,/2023-04-02_06-45.png,/2023-04-03_08-00.png,/2023-04-04_16-45.png,/2023-04-05_17-45.png,/2023-04-06_18-45.png,/2023-04-07_21-15.png,/2023-04-08_22-45.png,/2023-04-10_01-45.png,/2023-04-11_02-45.png,/2023-04-12_07-45.png,/2023-04-13_08-45.png,/2023-04-14_14-45.png,/2023-04-16_09-15.png,/2023-04-17_10-30.png,/2023-04-18_12-30.png,/2023-04-22_14-00.png,/2023-04-23_15-45.png,/2023-04-24_16-45.png,/2023-04-25_18-15.png,/2023-04-26_19-15.png,/2023-05-02_11-00.png,/2023-05-05_16-00.png,/2023-05-10_04-45.png,/2023-05-11_05-45.png,/2023-05-23_14-30.png,/2023-05-25_05-15.png,/2023-05-31_16-30.png
169,"(384, 28)",1,10.389115651651903,63,63,63,31,63,95,95,31,31,95,0,0,63,31,31,63,31,63,31,31,31,31,31,63,31,0,0,63,63,63
170,"(28, 29)",1,4.3336692224203555,31,31,63,0,31,0,0,0,0,0,0,0,31,0,0,63,0,31,0,0,0,0,0,31,0,0,0,31,31,31
171,"(29, 571)",1,8.998772787316016,31,31,63,31,31,31,31,31,31,31,0,0,31,31,31,63,31,31,31,31,31,31,31,31,31,0,0,31,31,31
172,"(571, 572)",1,11.628454767996507,31,84,42,31,84,31,31,31,31,31,31,0,31,31,31,63,31,31,31,31,31,31,31,31,31,0,0,31,0,31
173,"(572, 573)",1,11.378764386864418,63,127,63,63,127,63,63,63,63,63,63,0,63,63,63,127,63,63,63,63,63,63,63,63,63,0,0,63,0,63
174,"(573, 574)",1,10.682710513067798,31,31,31,0,31,0,63,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,31,0,31
175,"(574, 575)",1,11.47159065144785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"(575, 576)",1,11.19178929817336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"(975, 974)",1,10.93671693649205,0,191,63,63,0,63,127,127,127,63,63,0,0,127,127,0,191,191,127,63,127,191,63,127,191,0,0,127,63,127
178,"(974, 582)",1,11.830996348172334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"(582, 581)",1,11.013680381937114,42,63,63,42,0,63,84,63,42,42,63,0,31,42,63,31,42,42,42,42,42,63,42,42,63,0,0,63,0,106
180,"(581, 580)",1,10.887575007155899,63,63,63,63,31,63,127,63,63,63,127,0,31,63,127,31,63,63,63,63,63,63,63,63,127,0,0,63,0,191
181,"(580, 579)",1,10.43156369627709,42,42,31,42,0,31,42,31,42,42,84,0,0,42,42,0,42,42,84,0,0,42,0,42,42,0,0,0,0,84
182,"(579, 30)",1,9.154565116990433,63,63,42,63,42,63,63,42,84,63,63,0,42,63,63,42,63,63,127,63,42,63,42,63,84,0,0,42,0,127
183,"(30, 31)",1,4.617532421851911,63,63,63,63,63,127,63,63,95,63,63,0,63,63,63,63,63,63,95,127,63,63,63,63,127,0,0,63,0,127
184,"(31, 387)",1,9.919108582007702,31,31,63,63,0,0,63,63,63,31,31,0,0,63,63,63,63,31,63,0,0,31,0,31,31,0,0,0,0,31
185,"(387, 386)",1,8.245368028430013,42,42,42,42,31,42,84,84,42,42,0,0,42,42,42,42,42,42,84,42,42,84,42,42,42,0,0,31,0,84
186,"(29, 30)",1,4.225245785390603,31,42,31,42,42,84,42,42,84,42,31,0,42,42,42,31,31,31,84,84,42,42,42,31,84,0,0,42,0,63
187,"(30, 972)",1,10.798629649578645,63,63,63,63,63,127,63,63,127,63,63,0,63,63,63,63,63,63,127,127,63,63,63,63,127,0,0,63,0,95
188,"(972, 973)",1,10.476001760131876,0,63,63,63,63,127,63,63,127,63,0,0,63,63,63,63,0,0,127,127,63,63,63,0,127,0,0,63,0,63
189,"(973, 33)",1,9.53426927225438,0,127,127,63,63,127,95,63,127,63,0,0,63,63,63,63,31,0,31,31,63,63,63,0,127,0,0,63,0,127
190,"(33, 34)",1,5.114723348547938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"(34, 395)",1,10.528544749369987,31,31,31,31,31,31,31,31,31,63,0,0,31,31,31,63,63,63,31,31,31,31,31,31,31,0,0,127,0,31
192,"(395, 394)",1,7.709432970677199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0
193,"(394, 37)",1,8.950765859958826,42,31,42,42,42,84,42,42,42,31,0,0,42,42,42,42,0,31,31,42,42,42,31,42,42,0,0,31,0,31
194,"(37, 38)",1,4.459308840724293,127,95,95,63,63,127,95,127,63,31,0,0,63,63,127,95,63,63,63,95,127,127,63,63,63,0,0,63,0,95
195,"(36, 397)",1,8.62261174077122,127,63,63,63,127,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,127,63,63,0,63,0,0,127,0,127
196,"(39, 36)",1,3.6922311235748744,84,42,42,63,84,42,42,42,63,63,0,0,63,63,42,42,42,42,42,42,84,42,42,0,63,0,0,127,0,84
197,"(397, 396)",1,8.699145298316164,127,84,63,63,105,84,63,63,63,63,0,0,84,63,63,84,84,84,63,105,127,84,105,0,84,0,0,148,0,127
198,"(396, 35)",1,10.431563696277083,127,127,63,63,63,127,63,63,63,63,0,0,127,63,63,127,127,127,63,191,127,127,191,0,127,0,0,191,0,127
199,"(35, 32)",1,4.164675089303056,31,63,31,31,95,63,63,63,31,63,31,0,31,31,31,31,0,0,31,31,63,63,63,31,63,0,31,63,0,31
200,"(32, 398)",1,9.440918396315823,63,84,63,63,105,84,84,169,63,84,63,0,63,63,63,63,42,95,63,63,84,127,84,63,95,0,63,127,0,95
201,"(398, 399)",1,11.54454878347129,63,63,63,63,63,63,63,191,63,63,0,0,63,63,63,63,63,0,0,63,63,127,63,0,63,0,0,0,0,31
202,"(399, 31)",1,10.196996218698866,0,0,31,31,0,0,31,0,31,0,0,0,0,31,31,31,31,0,31,0,0,0,63,0,0,0,0,0,0,0
203,"(31, 28)",1,4.371740254365078,0,0,63,63,0,0,63,0,63,0,0,0,0,63,63,63,63,0,63,0,0,0,63,0,0,0,0,0,0,0
204,"(36, 37)",1,4.081614365265801,95,63,63,63,95,95,63,63,63,63,0,0,63,63,63,63,63,63,63,63,95,63,63,31,63,0,0,127,0,127
205,"(37, 400)",1,8.790106014615077,63,63,63,63,63,95,63,63,63,63,0,0,63,63,63,63,31,63,63,63,63,63,63,63,63,0,0,63,0,63
206,"(400, 401)",1,8.667338444840595,31,63,31,31,42,42,31,31,31,63,0,0,31,31,42,31,31,63,63,31,31,31,63,31,31,0,0,63,0,63
207,"(404, 403)",1,7.429207933834237,127,127,84,42,42,84,84,127,42,42,0,0,42,42,127,84,84,84,84,84,169,127,84,0,42,0,0,84,0,127
208,"(403, 38)",1,7.673524843613806,191,191,127,63,63,127,127,191,63,63,0,0,63,63,191,127,127,127,127,127,191,191,127,0,63,0,0,127,0,191
209,"(38, 39)",1,4.002352172202011,191,191,127,63,63,127,127,191,63,63,0,0,63,63,191,127,127,127,127,127,191,191,127,0,63,0,0,127,0,191
210,"(410, 411)",2,13.27013855891762,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
211,"(411, 412)",2,9.422177100620633,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
212,"(412, 413)",2,10.981535314089701,63,63,63,63,63,63,63,63,63,63,31,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
213,"(413, 414)",2,9.775508388732431,105,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,105,0,63
214,"(414, 415)",2,8.964332305837331,127,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,127,0,63
215,"(415, 426)",2,11.305713571480615,31,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,31,0,31
216,"(426, 427)",2,11.267539978292724,31,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,31,0,31
217,"(427, 88)",2,15.934707851882697,95,63,31,31,63,63,31,63,31,31,31,0,31,63,63,31,31,31,31,31,63,31,31,63,31,0,0,63,0,63
218,"(88, 89)",2,6.844066604192348,42,42,42,42,42,42,42,42,42,42,84,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,42,42
219,"(89, 589)",2,11.708929463630662,63,63,63,63,63,63,63,63,63,63,127,0,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
220,"(589, 590)",2,12.289870985828184,42,84,42,42,42,42,42,42,42,127,127,0,42,42,42,42,42,42,42,42,84,42,42,42,42,127,0,42,42,42
221,"(594, 593)",2,14.360082327211584,63,148,63,63,63,63,63,63,63,42,0,42,63,63,63,63,84,84,63,63,127,148,63,63,63,0,0,63,0,84
222,"(593, 90)",2,11.99693135694707,63,95,63,63,63,63,95,63,63,63,0,63,63,63,63,63,63,95,63,63,127,127,63,63,63,0,0,63,0,63
223,"(90, 91)",2,7.216491228754285,63,0,63,63,63,63,0,63,63,63,31,0,63,63,63,63,0,0,63,63,127,127,63,63,63,0,0,63,0,0
224,"(91, 429)",2,16.862373213471614,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"(429, 428)",2,11.267539978292769,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,42,0,42
226,"(428, 425)",2,12.297958497314616,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,105,0,0,63,0,63
227,"(425, 424)",2,9.569925662761719,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,105,63,63,84,0,0,63,0,63
228,"(424, 423)",2,11.705154824762808,95,63,63,63,95,63,63,63,63,63,0,63,63,63,95,63,63,63,63,63,63,95,63,63,63,0,0,63,0,63
229,"(423, 422)",2,11.013680381937114,31,31,31,31,31,31,31,31,31,31,0,31,31,31,63,31,31,31,31,31,31,31,31,31,31,0,0,31,0,31
230,"(422, 421)",2,11.523476827529223,63,63,63,63,63,63,63,63,63,63,0,63,63,63,84,63,63,63,63,63,63,63,63,63,63,0,0,63,0,63
231,"(421, 420)",2,12.085010346950874,63,63,105,63,63,63,63,63,63,63,0,63,63,63,63,63,63,105,63,63,63,63,63,63,63,0,0,63,0,63
232,"(939, 938)",2,8.891287312906675,63,63,63,127,63,63,63,63,63,63,63,0,63,127,63,63,63,63,63,63,127,63,63,63,63,0,63,127,63,127
233,"(938, 588)",2,9.932242204751864,63,63,0,0,63,63,63,63,63,63,63,0,63,0,63,63,63,63,63,63,0,63,63,63,63,0,63,0,63,0
234,"(588, 587)",2,10.400806133808805,31,31,31,31,31,31,31,31,31,31,31,0,31,42,31,31,31,31,31,31,31,31,31,31,31,0,42,31,31,31
235,"(587, 586)",2,10.55683748096909,0,31,31,31,63,0,0,31,31,31,0,0,31,63,0,31,0,31,0,31,31,63,31,0,0,0,63,31,31,31
236,"(586, 461)",2,10.351830830248039,0,31,31,31,31,0,63,31,31,31,31,0,31,31,31,31,31,31,0,31,31,31,31,0,0,0,31,31,31,31
237,"(461, 460)",2,10.55683748096909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"(460, 459)",2,10.967442220521072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,"(459, 458)",2,9.690378973330448,31,31,31,31,0,31,31,31,31,31,31,0,31,31,31,31,31,31,0,31,31,31,31,31,31,0,31,31,31,31
240,"(458, 80)",2,8.446568711813685,42,63,31,63,0,31,63,31,63,42,31,0,63,63,63,31,31,31,0,42,31,63,31,63,63,31,31,63,31,63
241,"(83, 462)",2,8.36904547976713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"(462, 463)",2,10.226206283087931,31,31,31,31,31,0,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,31,0,0,0,31,31,31
243,"(463, 464)",2,10.732234644160306,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,63,63,63
244,"(464, 465)",2,10.762045036782151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"(465, 583)",2,10.47278488977123,42,31,31,63,42,31,42,31,31,31,31,31,31,42,31,31,31,42,31,31,42,31,31,31,31,31,0,31,31,31
246,"(583, 584)",2,10.528544749370015,63,63,42,105,63,63,63,63,42,42,42,42,84,63,42,42,42,63,42,63,63,42,42,42,42,0,0,63,42,42
247,"(584, 585)",2,9.646960007016819,63,127,63,63,63,127,63,127,63,63,63,63,191,63,63,63,63,63,63,127,63,63,63,63,63,0,0,127,63,63
248,"(585, 958)",2,10.936171454752856,63,105,63,63,84,127,63,105,63,63,63,63,63,63,84,63,63,63,63,63,63,63,63,63,63,31,0,105,63,63
249,"(496, 497)",2,11.499157913309373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"(497, 498)",2,12.229260974432867,31,0,31,31,31,0,0,0,31,31,84,0,0,31,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,0
251,"(498, 499)",2,12.288144961150584,42,42,42,42,42,84,42,42,42,42,84,0,42,42,42,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42
252,"(499, 500)",2,11.01344967401188,63,63,63,63,63,105,63,63,84,63,63,0,63,63,84,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63
253,"(500, 501)",2,10.911019440208344,63,63,63,63,63,63,63,63,127,63,63,0,63,63,127,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63
254,"(501, 64)",2,11.450345840100692,105,105,63,105,105,148,105,42,84,63,63,63,148,148,169,63,105,63,105,63,148,105,105,63,105,63,63,105,63,105
255,"(64, 65)",2,6.680700177930708,127,127,63,127,127,191,127,63,63,63,63,127,191,191,191,63,127,63,127,63,191,127,127,63,127,127,63,127,63,127
256,"(65, 526)",2,9.119501607259284,0,0,31,63,0,0,0,0,0,0,31,0,0,0,0,31,63,0,0,31,0,0,0,31,0,0,31,0,31,0
257,"(526, 527)",2,10.012226976374507,0,0,31,0,0,0,0,0,0,0,31,0,0,0,0,31,63,0,0,31,0,0,0,31,0,63,0,0,31,0
258,"(527, 68)",2,9.825107688818175,31,63,63,31,63,31,63,95,31,31,31,0,31,31,63,63,31,63,31,63,95,95,63,63,63,63,31,63,31,31
259,"(68, 69)",2,4.758918086706696,42,63,63,42,63,42,127,148,42,42,42,0,42,42,63,63,42,84,42,84,84,106,63,63,84,63,42,63,42,42
260,"(69, 557)",2,6.818353050774152,63,63,63,63,63,63,255,255,63,63,63,0,63,63,63,63,63,127,63,127,63,127,63,63,127,63,63,63,63,63
261,"(557, 558)",2,9.626164105203149,63,63,63,63,63,63,255,255,63,63,63,0,63,63,63,63,63,127,63,127,63,127,63,63,127,63,63,63,63,63
262,"(558, 112)",2,8.176480514430805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"(112, 113)",2,4.80282260664247,42,84,42,42,42,127,127,127,84,84,42,0,42,84,84,84,84,84,84,127,127,127,84,42,127,42,42,42,42,127
264,"(113, 682)",2,9.91514281881176,105,105,63,63,63,148,148,169,105,105,63,31,63,105,105,105,105,105,105,148,169,148,105,63,148,63,84,63,63,148
265,"(682, 683)",2,11.746430448183585,191,63,63,63,63,63,63,127,63,63,63,63,63,63,63,63,63,63,63,63,127,63,63,63,63,63,127,63,63,63
266,"(687, 686)",2,11.02800490019672,63,42,63,42,63,84,170,170,42,42,42,63,42,63,42,42,42,42,170,63,127,170,63,42,127,42,42,63,42,170
267,"(686, 114)",2,10.894127903247078,148,148,105,63,105,212,255,255,63,105,63,63,63,63,148,63,63,63,255,105,233,255,148,105,233,63,63,105,105,212
268,"(114, 115)",2,5.267943598705123,127,127,95,63,95,159,159,159,63,95,63,63,63,63,127,63,63,63,223,95,159,159,159,95,159,63,95,95,95,159
269,"(115, 556)",2,7.8951458191602715,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,84,42,42,42,63,42,42,42,63,42,42,63
270,"(556, 555)",2,9.412722039588365,105,63,63,63,63,63,105,84,63,63,63,63,84,84,63,63,84,63,63,63,63,63,63,63,63,63,63,63,84,63
271,"(555, 70)",2,7.710149427439054,191,63,63,63,63,63,191,127,63,63,63,63,127,127,63,63,127,63,63,63,63,63,63,63,63,63,63,63,127,63
272,"(70, 71)",2,4.0897262269252295,31,42,42,42,42,31,31,63,42,42,42,42,31,31,63,42,63,42,31,42,63,42,31,42,31,0,31,42,84,42
273,"(71, 525)",2,8.790106014615194,63,63,63,63,63,63,63,127,63,63,63,63,63,63,127,63,127,63,63,63,127,63,63,63,63,0,63,63,127,63
274,"(525, 524)",2,9.871100908769657,63,42,42,42,42,84,31,84,42,31,42,31,31,31,31,42,42,31,63,31,31,31,84,31,42,0,42,31,63,31
275,"(524, 66)",2,9.638940443841177,127,63,63,63,63,127,84,127,63,84,63,0,84,127,127,63,63,84,127,84,127,84,127,84,63,42,63,84,42,127
276,"(66, 67)",2,7.011505910901041,148,63,63,63,63,105,105,127,63,105,63,0,105,148,148,63,63,105,148,105,148,105,105,105,63,63,63,127,63,148
277,"(67, 493)",2,10.658577350227496,63,63,63,63,63,63,63,127,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,127,63,63
278,"(493, 492)",2,10.602834488225241,63,63,63,63,63,63,105,84,63,63,63,0,63,63,63,63,63,63,63,63,105,63,63,105,105,63,84,84,63,63
279,"(492, 491)",2,11.27375443261522,63,63,63,63,63,63,127,63,63,63,63,0,63,63,63,63,63,63,63,63,127,63,63,127,127,63,127,63,63,63
280,"(491, 490)",2,12.307710352514961,63,84,105,63,63,63,105,84,63,84,63,0,105,84,84,63,63,84,63,84,105,105,84,105,127,63,127,84,63,105
281,"(490, 489)",2,11.890078043610977,63,63,63,63,63,63,84,63,63,84,63,0,63,63,63,63,63,63,63,63,63,63,63,63,105,63,0,63,63,63
282,"(489, 488)",2,12.534783214237839,84,63,63,63,63,63,105,63,63,105,63,0,63,63,63,63,63,63,63,63,63,63,63,63,84,63,0,63,63,63
283,"(401, 402)",1,6.792216867985904,31,31,31,31,63,63,31,63,31,31,0,0,31,31,63,31,31,63,63,31,31,63,31,31,31,0,0,31,0,31
284,"(402, 40)",1,6.299404016358618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,"(40, 41)",1,4.391909866658547,42,42,42,42,42,42,42,84,84,42,0,0,63,42,42,63,42,63,63,42,42,84,63,42,42,0,0,42,0,63
286,"(41, 502)",1,8.612355880179843,63,63,63,63,63,63,63,127,191,63,0,0,127,63,63,127,63,63,63,63,63,127,127,63,63,0,0,63,0,127
287,"(502, 503)",1,9.220698646501177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
288,"(503, 504)",1,8.667338444840617,0,0,0,0,31,31,0,63,0,0,0,0,31,0,31,0,31,31,31,0,31,31,127,0,0,0,0,31,0,0
289,"(504, 505)",1,8.229274256362519,31,31,63,31,31,31,31,95,31,0,31,0,31,31,31,31,31,31,31,31,31,31,63,63,63,31,0,31,0,31
290,"(505, 506)",1,8.998772787316025,95,42,31,42,63,127,42,84,42,31,42,0,42,63,63,42,42,42,42,42,63,63,84,84,63,42,0,63,31,63
291,"(506, 48)",1,10.130693029940035,191,63,63,63,127,255,63,127,63,0,63,0,63,127,127,63,63,63,63,63,127,127,127,127,0,63,0,127,63,127
292,"(48, 49)",1,7.432181401207137,84,84,84,42,42,42,84,84,42,31,31,0,84,84,42,42,84,127,84,84,127,127,84,31,63,0,0,42,0,42
293,"(49, 520)",1,9.499246631891609,127,127,127,63,63,63,127,127,63,63,63,0,127,127,63,63,127,191,127,127,191,191,127,63,127,0,0,63,0,63
294,"(520, 521)",1,9.119501607259338,42,42,42,42,31,31,42,84,42,84,0,0,42,42,31,42,42,0,84,42,42,42,84,0,42,0,0,42,0,31
295,"(521, 60)",1,9.825107688818113,148,63,105,63,63,63,105,127,63,84,0,0,148,105,63,63,105,0,84,63,148,63,95,42,105,0,0,105,0,63
296,"(60, 61)",1,3.760419393817028,191,63,127,63,63,63,127,0,63,63,0,0,191,127,63,63,127,0,63,63,191,63,0,63,127,0,0,127,0,63
297,"(62, 63)",1,3.760419393817028,127,63,105,63,84,127,127,127,63,105,0,0,84,84,63,63,42,127,95,95,127,84,84,63,105,0,0,63,0,63
298,"(63, 523)",1,10.811205757223911,84,63,127,63,63,127,84,127,63,127,0,0,63,63,63,63,63,127,84,95,84,63,63,63,127,0,0,63,0,63
299,"(523, 522)",1,9.638940443841193,63,63,63,31,63,127,63,127,31,127,0,0,63,31,63,63,63,127,63,31,63,63,63,31,127,0,0,31,0,63
300,"(522, 50)",1,8.132042791296351,0,0,0,31,0,0,0,0,31,31,0,0,0,31,0,0,63,0,0,95,63,0,63,31,0,0,0,31,0,0
301,"(50, 51)",1,7.05078636340683,95,63,63,63,63,95,63,95,63,63,31,0,95,63,63,63,127,95,95,127,127,63,159,63,95,0,0,63,0,95
302,"(51, 511)",1,9.220698646501187,31,31,31,31,31,63,63,63,31,31,31,0,31,31,31,31,31,31,31,31,63,31,31,31,63,31,0,31,0,31
303,"(511, 510)",1,8.649475517236972,0,31,31,31,31,63,63,63,0,31,31,0,31,31,31,31,31,31,31,31,0,31,31,0,63,31,0,0,0,31
304,"(510, 509)",1,8.943357306453267,63,31,31,31,31,63,63,63,63,31,31,0,31,31,31,31,31,31,31,31,31,31,31,63,63,31,0,63,0,31
305,"(509, 508)",1,9.388113143707066,31,42,42,0,42,31,84,84,84,63,0,0,0,0,42,42,42,42,63,42,42,63,42,84,95,0,0,31,0,63
306,"(508, 507)",1,9.274457142951109,63,63,63,31,63,63,127,127,127,127,0,0,31,31,63,63,63,63,127,63,63,127,63,127,191,0,0,63,0,127
307,"(507, 42)",1,8.142903621233168,31,42,42,31,63,42,63,84,63,31,0,0,63,42,31,31,31,31,63,42,42,63,63,31,63,0,0,42,0,63
308,"(42, 43)",1,4.140732332099173,31,63,63,31,127,63,95,127,95,0,0,0,127,63,31,31,0,31,63,63,95,0,127,31,31,0,0,63,0,0
309,"(43, 405)",1,7.204233909963668,63,0,0,63,0,0,63,0,63,0,0,0,0,0,63,63,0,63,127,0,127,0,0,63,63,0,0,63,0,0
310,"(405, 404)",1,7.247043826121967,31,31,31,31,31,31,31,31,31,31,0,0,31,31,31,31,31,31,63,31,84,31,31,31,31,0,0,31,0,31
311,"(89, 90)",2,4.132720588381853,63,63,63,63,63,63,63,63,63,63,127,0,63,63,63,63,63,63,63,63,95,95,63,63,63,0,0,63,63,63
312,"(90, 87)",2,6.967248893956616,63,95,95,127,63,95,63,95,63,63,0,0,63,127,63,63,63,95,95,63,127,127,127,95,127,0,0,63,0,63
313,"(87, 85)",2,14.558730911856987,63,148,127,191,84,148,127,127,95,63,0,0,63,159,63,63,127,191,127,63,169,148,127,127,148,0,0,63,0,127
314,"(85, 433)",2,8.904981591119352,105,127,42,63,63,148,127,63,42,42,0,0,63,42,42,63,105,148,42,84,191,169,63,127,127,0,0,63,0,42
315,"(433, 432)",2,9.359828530661904,63,127,63,127,63,63,42,127,63,63,42,0,127,63,63,63,63,63,63,127,42,127,127,42,127,0,0,127,0,63
316,"(432, 81)",2,9.942469942265465,63,84,95,127,63,63,63,84,95,63,63,0,84,63,63,63,95,95,63,84,63,84,127,63,84,0,0,84,0,63
317,"(81, 82)",2,6.101635349348866,63,63,63,63,63,63,63,63,63,63,63,0,63,63,63,31,63,63,63,63,63,63,63,63,63,95,0,63,0,63
318,"(82, 452)",2,9.235064843703853,63,31,31,31,31,31,31,31,31,31,63,0,31,63,31,31,31,31,31,31,31,31,31,63,31,169,31,31,31,31
319,"(452, 453)",2,10.059561170199414,42,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42,42,42,42,42,42,42,42,42,42,84,42,42,42,42
320,"(453, 454)",2,10.226206283087931,63,63,63,63,63,95,63,63,63,63,63,0,63,63,63,63,63,63,63,95,63,63,63,63,63,63,63,63,63,63
321,"(454, 77)",2,8.209112672155817,84,63,63,42,63,84,127,63,42,42,42,0,42,63,63,42,63,42,42,63,63,63,63,42,63,63,42,42,42,42
322,"(77, 78)",2,4.206903546540654,95,95,127,63,127,191,191,127,63,63,63,31,63,63,127,63,95,63,63,95,127,127,127,63,127,63,63,63,63,63
323,"(78, 73)",2,6.602521733720397,63,63,31,63,31,31,31,63,31,63,63,63,31,31,31,63,63,31,31,63,31,31,31,63,31,63,63,31,63,31
324,"(73, 74)",2,4.206903546540654,42,42,42,63,42,42,42,31,42,42,42,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
325,"(74, 554)",2,9.92646777744946,63,63,63,127,63,63,63,63,63,63,63,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
326,"(554, 553)",2,12.017559247720484,42,63,63,42,63,63,63,84,63,63,63,0,42,63,63,63,63,63,63,84,63,84,63,63,63,63,0,63,63,63
327,"(553, 552)",2,10.71195744349644,63,63,63,63,63,63,127,127,63,63,63,0,63,63,63,63,63,63,127,127,63,127,63,63,63,63,0,63,63,63
328,"(552, 65)",2,11.03056911926273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,"(65, 66)",2,4.859987468572407,95,31,31,31,31,63,63,63,31,63,31,0,63,95,95,31,31,63,95,63,95,63,63,63,31,31,31,63,31,95
330,"(66, 515)",2,12.656548862280914,105,63,63,63,63,84,84,84,63,84,63,0,84,105,105,63,105,84,148,84,105,84,84,84,63,63,63,84,63,105
331,"(515, 514)",2,10.611114638128674,63,63,63,63,105,63,63,105,63,63,63,0,63,63,63,63,127,63,84,148,63,63,63,63,63,63,0,63,0,105
332,"(514, 49)",2,11.39913472431002,84,84,84,63,84,63,84,105,63,63,63,0,84,84,63,63,127,105,84,191,127,105,84,63,84,63,0,63,0,84
333,"(49, 50)",2,3.7896837993316415,127,127,127,63,63,63,127,95,63,63,63,0,127,95,63,63,127,191,127,191,159,191,105,63,127,0,0,63,0,63
334,"(50, 519)",2,11.660711292563427,31,31,31,63,42,31,42,42,63,63,0,0,31,63,42,42,127,42,42,191,127,31,95,63,42,0,0,63,0,42
335,"(519, 518)",2,10.786653403599228,0,0,0,63,63,0,63,63,63,63,0,0,0,0,63,63,0,63,63,0,0,0,0,63,63,0,0,63,0,63
336,"(518, 53)",2,10.5829670132435,0,0,0,63,0,0,63,0,63,63,0,0,0,0,63,63,0,63,63,0,0,0,0,63,63,0,0,63,0,0
337,"(53, 54)",2,4.401960016795004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
